name	strand	Assay title	ontology_curie	biosample_name	biosample_type	biosample_life_stage	data_source	endedness	genetically_modified	nonzero_mean	output_type	gtex_tissue	histone_mark	transcription_factor
EFO:0001187 TF ChIP-seq ZKSCAN1	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	False	0.874832808971405	OutputType.CHIP_TF			ZKSCAN1
EFO:0001187 TF ChIP-seq ZKSCAN8 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN8	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9579378962516785	OutputType.CHIP_TF			ZKSCAN8
EFO:0001187 TF ChIP-seq ZMAT3 genetically modified (insertion) using CRISPR targeting H. sapiens ZMAT3	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8773549199104309	OutputType.CHIP_TF			ZMAT3
EFO:0001187 TF ChIP-seq ZMYM2 genetically modified (insertion) using CRISPR targeting H. sapiens ZMYM2	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7612022161483765	OutputType.CHIP_TF			ZMYM2
EFO:0001187 TF ChIP-seq ZMYM3	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	False	0.906743586063385	OutputType.CHIP_TF			ZMYM3
EFO:0001187 TF ChIP-seq ZMYM3 genetically modified (insertion) using CRISPR targeting H. sapiens ZMYM3	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8465487957000732	OutputType.CHIP_TF			ZMYM3
EFO:0001187 TF ChIP-seq ZMYM4 genetically modified (insertion) using CRISPR targeting H. sapiens ZMYM4	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.742588460445404	OutputType.CHIP_TF			ZMYM4
EFO:0001187 TF ChIP-seq ZNF12 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF12	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9340063333511353	OutputType.CHIP_TF			ZNF12
EFO:0001187 TF ChIP-seq ZNF121 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF121	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7899302840232849	OutputType.CHIP_TF			ZNF121
EFO:0001187 TF ChIP-seq ZNF124 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF124	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.949632465839386	OutputType.CHIP_TF			ZNF124
EFO:0001187 TF ChIP-seq ZNF136 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF136	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.879608690738678	OutputType.CHIP_TF			ZNF136
EFO:0001187 TF ChIP-seq ZNF138 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF138	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0155376195907593	OutputType.CHIP_TF			ZNF138
EFO:0001187 TF ChIP-seq ZNF142 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF142	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8555451035499573	OutputType.CHIP_TF			ZNF142
EFO:0001187 TF ChIP-seq ZNF143 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9248825907707214	OutputType.CHIP_TF			ZNF143
EFO:0001187 TF ChIP-seq ZNF146 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF146	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7852110862731934	OutputType.CHIP_TF			ZNF146
EFO:0001187 TF ChIP-seq ZNF160 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF160	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9649025201797485	OutputType.CHIP_TF			ZNF160
EFO:0001187 TF ChIP-seq ZNF181 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF181	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.799887478351593	OutputType.CHIP_TF			ZNF181
EFO:0001187 TF ChIP-seq ZNF205 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF205	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8694632649421692	OutputType.CHIP_TF			ZNF205
EFO:0001187 TF ChIP-seq ZNF217 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF217	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9097462296485901	OutputType.CHIP_TF			ZNF217
EFO:0001187 TF ChIP-seq ZNF219 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF219	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8608423471450806	OutputType.CHIP_TF			ZNF219
EFO:0001187 TF ChIP-seq ZNF221 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF221	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7229928374290466	OutputType.CHIP_TF			ZNF221
EFO:0001187 TF ChIP-seq ZNF224 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF224	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8246070742607117	OutputType.CHIP_TF			ZNF224
EFO:0001187 TF ChIP-seq ZNF225 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF225	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0150550603866577	OutputType.CHIP_TF			ZNF225
EFO:0001187 TF ChIP-seq ZNF230 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF230	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7837003469467163	OutputType.CHIP_TF			ZNF230
EFO:0001187 TF ChIP-seq ZNF232 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF232	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8447632193565369	OutputType.CHIP_TF			ZNF232
EFO:0001187 TF ChIP-seq ZNF235 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF235	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9267266392707825	OutputType.CHIP_TF			ZNF235
EFO:0001187 TF ChIP-seq ZNF24	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	paired	False	0.8201494216918945	OutputType.CHIP_TF			ZNF24
EFO:0001187 TF ChIP-seq ZNF263 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8296906352043152	OutputType.CHIP_TF			ZNF263
EFO:0001187 TF ChIP-seq ZNF264 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF264	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8598358035087585	OutputType.CHIP_TF			ZNF264
EFO:0001187 TF ChIP-seq ZNF274 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF274	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8498208522796631	OutputType.CHIP_TF			ZNF274
EFO:0001187 TF ChIP-seq ZNF275 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF275	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.807542085647583	OutputType.CHIP_TF			ZNF275
EFO:0001187 TF ChIP-seq ZNF276 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF276	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.028782606124878	OutputType.CHIP_TF			ZNF276
EFO:0001187 TF ChIP-seq ZNF280B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF280B	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.1530828475952148	OutputType.CHIP_TF			ZNF280B
EFO:0001187 TF ChIP-seq ZNF280D genetically modified (insertion) using CRISPR targeting H. sapiens ZNF280D	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7840917110443115	OutputType.CHIP_TF			ZNF280D
EFO:0001187 TF ChIP-seq ZNF281 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF281	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9583336710929871	OutputType.CHIP_TF			ZNF281
EFO:0001187 TF ChIP-seq ZNF292 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF292	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8771628141403198	OutputType.CHIP_TF			ZNF292
EFO:0001187 TF ChIP-seq ZNF3 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF3	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0385068655014038	OutputType.CHIP_TF			ZNF3
EFO:0001187 TF ChIP-seq ZNF317 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.763652503490448	OutputType.CHIP_TF			ZNF317
EFO:0001187 TF ChIP-seq ZNF318 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF318	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9382956027984619	OutputType.CHIP_TF			ZNF318
EFO:0001187 TF ChIP-seq ZNF329 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF329	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.1038029193878174	OutputType.CHIP_TF			ZNF329
EFO:0001187 TF ChIP-seq ZNF331 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF331	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9150904417037964	OutputType.CHIP_TF			ZNF331
EFO:0001187 TF ChIP-seq ZNF333 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF333	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8572804927825928	OutputType.CHIP_TF			ZNF333
EFO:0001187 TF ChIP-seq ZNF335 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF335	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.820759117603302	OutputType.CHIP_TF			ZNF335
EFO:0001187 TF ChIP-seq ZNF337 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF337	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0766539573669434	OutputType.CHIP_TF			ZNF337
EFO:0001187 TF ChIP-seq ZNF33B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF33B	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8953555226325989	OutputType.CHIP_TF			ZNF33B
EFO:0001187 TF ChIP-seq ZNF34 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF34	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0015339851379395	OutputType.CHIP_TF			ZNF34
EFO:0001187 TF ChIP-seq ZNF343 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF343	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9161702394485474	OutputType.CHIP_TF			ZNF343
EFO:0001187 TF ChIP-seq ZNF350 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF350	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9653250575065613	OutputType.CHIP_TF			ZNF350
EFO:0001187 TF ChIP-seq ZNF362 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF362	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8606744408607483	OutputType.CHIP_TF			ZNF362
EFO:0001187 TF ChIP-seq ZNF384	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	False	0.9158121943473816	OutputType.CHIP_TF			ZNF384
EFO:0001187 TF ChIP-seq ZNF414 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF414	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8759205341339111	OutputType.CHIP_TF			ZNF414
EFO:0001187 TF ChIP-seq ZNF430 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF430	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8671715259552002	OutputType.CHIP_TF			ZNF430
EFO:0001187 TF ChIP-seq ZNF431 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF431	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8787710666656494	OutputType.CHIP_TF			ZNF431
EFO:0001187 TF ChIP-seq ZNF44 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF44	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8102565407752991	OutputType.CHIP_TF			ZNF44
EFO:0001187 TF ChIP-seq ZNF441 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF441	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9884299039840698	OutputType.CHIP_TF			ZNF441
EFO:0001187 TF ChIP-seq ZNF446 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF446	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8728633522987366	OutputType.CHIP_TF			ZNF446
EFO:0001187 TF ChIP-seq ZNF451 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF451	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.096070408821106	OutputType.CHIP_TF			ZNF451
EFO:0001187 TF ChIP-seq ZNF460 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF460	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.781056821346283	OutputType.CHIP_TF			ZNF460
EFO:0001187 TF ChIP-seq ZNF48 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF48	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9594341516494751	OutputType.CHIP_TF			ZNF48
EFO:0001187 TF ChIP-seq ZNF483 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF483	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8331242799758911	OutputType.CHIP_TF			ZNF483
EFO:0001187 TF ChIP-seq ZNF485 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF485	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.935736894607544	OutputType.CHIP_TF			ZNF485
EFO:0001187 TF ChIP-seq ZNF501 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF501	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7537727355957031	OutputType.CHIP_TF			ZNF501
EFO:0001187 TF ChIP-seq ZNF503 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF503	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7644141316413879	OutputType.CHIP_TF			ZNF503
EFO:0001187 TF ChIP-seq ZNF510 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF510	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8637658953666687	OutputType.CHIP_TF			ZNF510
EFO:0001187 TF ChIP-seq ZNF511 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF511	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9776198863983154	OutputType.CHIP_TF			ZNF511
EFO:0001187 TF ChIP-seq ZNF512B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF512B	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.89083331823349	OutputType.CHIP_TF			ZNF512B
EFO:0001187 TF ChIP-seq ZNF526 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF526	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9584910273551941	OutputType.CHIP_TF			ZNF526
EFO:0001187 TF ChIP-seq ZNF527 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF527	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9415733814239502	OutputType.CHIP_TF			ZNF527
EFO:0001187 TF ChIP-seq ZNF543 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF543	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9693794250488281	OutputType.CHIP_TF			ZNF543
EFO:0001187 TF ChIP-seq ZNF546 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF546	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0514689683914185	OutputType.CHIP_TF			ZNF546
EFO:0001187 TF ChIP-seq ZNF547 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF547	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.758364737033844	OutputType.CHIP_TF			ZNF547
EFO:0001187 TF ChIP-seq ZNF548 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF548	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8975698351860046	OutputType.CHIP_TF			ZNF548
EFO:0001187 TF ChIP-seq ZNF552 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF552	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7778361439704895	OutputType.CHIP_TF			ZNF552
EFO:0001187 TF ChIP-seq ZNF556 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF556	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8569695353507996	OutputType.CHIP_TF			ZNF556
EFO:0001187 TF ChIP-seq ZNF558 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF558	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8291117548942566	OutputType.CHIP_TF			ZNF558
EFO:0001187 TF ChIP-seq ZNF563 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF563	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8324781656265259	OutputType.CHIP_TF			ZNF563
EFO:0001187 TF ChIP-seq ZNF564 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF564	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9267677664756775	OutputType.CHIP_TF			ZNF564
EFO:0001187 TF ChIP-seq ZNF567 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF567	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8077789545059204	OutputType.CHIP_TF			ZNF567
EFO:0001187 TF ChIP-seq ZNF572 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF572	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8705514073371887	OutputType.CHIP_TF			ZNF572
EFO:0001187 TF ChIP-seq ZNF574 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF574	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.996279239654541	OutputType.CHIP_TF			ZNF574
EFO:0001187 TF ChIP-seq ZNF580 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF580	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0383819341659546	OutputType.CHIP_TF			ZNF580
EFO:0001187 TF ChIP-seq ZNF589 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF589	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8583669662475586	OutputType.CHIP_TF			ZNF589
EFO:0001187 TF ChIP-seq ZNF598 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF598	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7913841605186462	OutputType.CHIP_TF			ZNF598
EFO:0001187 TF ChIP-seq ZNF605 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF605	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7808525562286377	OutputType.CHIP_TF			ZNF605
EFO:0001187 TF ChIP-seq ZNF607 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF607	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8327470421791077	OutputType.CHIP_TF			ZNF607
EFO:0001187 TF ChIP-seq ZNF608 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF608	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8159154057502747	OutputType.CHIP_TF			ZNF608
EFO:0001187 TF ChIP-seq ZNF609 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF609	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7777565121650696	OutputType.CHIP_TF			ZNF609
EFO:0001187 TF ChIP-seq ZNF614 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF614	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8970245718955994	OutputType.CHIP_TF			ZNF614
EFO:0001187 TF ChIP-seq ZNF616 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF616	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0731415748596191	OutputType.CHIP_TF			ZNF616
EFO:0001187 TF ChIP-seq ZNF619 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF619	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9901679754257202	OutputType.CHIP_TF			ZNF619
EFO:0001187 TF ChIP-seq ZNF629 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF629	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.750723659992218	OutputType.CHIP_TF			ZNF629
EFO:0001187 TF ChIP-seq ZNF639 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF639	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9641852378845215	OutputType.CHIP_TF			ZNF639
EFO:0001187 TF ChIP-seq ZNF644 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF644	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0437841415405273	OutputType.CHIP_TF			ZNF644
EFO:0001187 TF ChIP-seq ZNF646 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF646	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7998000979423523	OutputType.CHIP_TF			ZNF646
EFO:0001187 TF ChIP-seq ZNF652 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF652	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9731547832489014	OutputType.CHIP_TF			ZNF652
EFO:0001187 TF ChIP-seq ZNF670 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF670	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7348530292510986	OutputType.CHIP_TF			ZNF670
EFO:0001187 TF ChIP-seq ZNF687 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF687	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.132210612297058	OutputType.CHIP_TF			ZNF687
EFO:0001187 TF ChIP-seq ZNF691 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF691	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0566035509109497	OutputType.CHIP_TF			ZNF691
EFO:0001187 TF ChIP-seq ZNF697 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF697	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9023610353469849	OutputType.CHIP_TF			ZNF697
EFO:0001187 TF ChIP-seq ZNF703 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF703	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.776582658290863	OutputType.CHIP_TF			ZNF703
EFO:0001187 TF ChIP-seq ZNF704 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF704	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8020601868629456	OutputType.CHIP_TF			ZNF704
EFO:0001187 TF ChIP-seq ZNF709 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF709	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8549057841300964	OutputType.CHIP_TF			ZNF709
EFO:0001187 TF ChIP-seq ZNF710 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF710	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8556821346282959	OutputType.CHIP_TF			ZNF710
EFO:0001187 TF ChIP-seq ZNF724P genetically modified (insertion) using CRISPR targeting H. sapiens ZNF724	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8727745413780212	OutputType.CHIP_TF			ZNF724P
EFO:0001187 TF ChIP-seq ZNF740 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9278630614280701	OutputType.CHIP_TF			ZNF740
EFO:0001187 TF ChIP-seq ZNF746 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF746	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7928082942962646	OutputType.CHIP_TF			ZNF746
EFO:0001187 TF ChIP-seq ZNF747 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF747	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8465496897697449	OutputType.CHIP_TF			ZNF747
EFO:0001187 TF ChIP-seq ZNF749 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF749	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.9314607381820679	OutputType.CHIP_TF			ZNF749
EFO:0001187 TF ChIP-seq ZNF761 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF761	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.0018751621246338	OutputType.CHIP_TF			ZNF761
EFO:0001187 TF ChIP-seq ZNF766 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF766	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8307656049728394	OutputType.CHIP_TF			ZNF766
EFO:0001187 TF ChIP-seq ZNF768 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF768	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	1.005638837814331	OutputType.CHIP_TF			ZNF768
EFO:0001187 TF ChIP-seq ZNF770 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF770	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.7096234560012817	OutputType.CHIP_TF			ZNF770
EFO:0001187 TF ChIP-seq ZNF772 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF772	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8330786824226379	OutputType.CHIP_TF			ZNF772
EFO:0001187 TF ChIP-seq ZNF776 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF776	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8303529620170593	OutputType.CHIP_TF			ZNF776
EFO:0001187 TF ChIP-seq ZNF777 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF777	.	TF ChIP-seq	EFO:0001187	HepG2	cell_line	child	encode	single	True	0.8118537664413452	OutputType.CHIP_TF			ZNF777
